incident_id,date,location,category,sub_category,target_community,description,article_url,year,orig_sheet_name,orig_row_num
574,2019-11-20,Montreal,HR investigation,human rights ; discrimination at work,anti-muslim ; anti-immigrant,"Bell Canada customer ordered to pay $4,000 for 'intolerable racist conduct' toward customer service agent",https://montrealgazette.com/news/local-news/bell-canada-customer-ordered-to-pay-4000-for-intolerable-racist-conduct-toward-customer-service-agent,2019.0,2019 collection,311
575,2019-11-20,Toronto,NC,hate speech,anti-black,Woman in alleged racist assault video to be assessed at Toronto mental health hospital,https://globalnews.ca/news/5757796/andrew-scheer-condemns-behaviour-and-racist-comments-video-toronto/,2019.0,2019 collection,312
576,2019-11-20,Ontario,NC,peace bond,white supremacist,Ontario court imposes peace bond against far-right figure over online threats,https://globalnews.ca/news/5755173/ontario-court-peace-bond-far-right-figure/,2019.0,2019 collection,313
577,2019-11-21,Calgary,NC,hate speech,white supremacist,Racist tirade on CTrain caught on video,https://www.citynews1130.com/2019/08/12/racist-tirade-on-ctrain-caught-on-video/,2019.0,2019 collection,314
578,2019-11-21,Ontario,NC,other,other,"Canadian military issues new ban on discriminatory, sexually explicit tattoos",https://www.ctvnews.ca/canada/canadian-military-issues-new-ban-on-discriminatory-sexually-explicit-tattoos-1.4546293,2019.0,2019 collection,315
579,2019-11-22,Toronto,NC,hate speech,anti-black,People Are Accusing Toronto's Cactus Club Cafe Of Enforcing Racist Policies,https://www.narcity.com/news/ca/on/toronto/torontos-cactus-club-cafe-faces-accusations-of-discrimination-and-racism-by-local-dj,2019.0,2019 collection,316
580,2019-11-22,Vancouver,HR investigation,human rights,anti-indigenous,Indigenous man denied spot on B.C. liver-transplant list calls alcohol abstinence policy a ‘lethal form of racism’,https://www.thestar.com/vancouver/2019/08/13/indigenous-man-denied-a-place-on-the-bc-liver-transplant-list-alleges-alcohol-abstinence-policy-is-a-lethal-form-of-racism.html,2019.0,2019 collection,317
581,2019-11-22,Quebec,Police Investigation,vandalism,anti-muslim,Quebec police investigate possible hate crime after excrement left on storefront,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/quebec-police-investigate-possible-hate-crime-after-excrement-left-on-storefront/wcm/e6381774-b185-402c-b856-576daf5612c6/amp/,2019.0,2019 collection,318
582,2019-11-25,Coquitlam,RCMP investigation,hate speech,anti-indian,"‘Hate crimes not tolerated in Coquitlam,’ says Coquitlam RCMP after racist letter sent",https://www.tricitynews.com/news/hate-crimes-not-tolerated-in-coquitlam-says-coquitlam-rcmp-after-racist-letter-sent-1.23915971,2019.0,2019 collection,319
583,2019-11-25,Winnipeg,HR investigation,profiled,anti-indigenous,Former Superstore security guard says staff routinely flag Indigenous shoppers as suspicious,https://www.cbc.ca/news/indigenous/winnipeg-superstore-racial-profiling-1.5394777,2019.0,2019 collection,320
584,2019-11-26,Montreal,HR investigation,profiled ; human rights,anti-indigenous,Indigenous women denounce ‘devastating’ random street checks in Montreal,https://aptnnews.ca/2019/12/06/indigenous-women-denounce-devastating-random-street-checks-in-montreal/,2019.0,2019 collection,321
585,2019-11-26,Mississauga,NC,hate speech,anti-semitic,‘PULL THE TRIGGER’: Children dance to song promoting violence at Mississauga ‘solidarity’ event,https://www.thepostmillennial.com/pull-the-trigger-children-dance-to-song-promoting-violence-at-mississauga-solidarity-event/,2019.0,2019 collection,322
586,2019-11-27,Montreal,NC,race relations,anti-black,A civil rights group in Montreal is using the anniversary of a 1939 Supreme Court decision to seek more recognition for Fred Christie and the legal fight he mounted with the help of Montreal's black community,https://www.cbc.ca/news/canada/montreal/fred-christie-montreal-supreme-court-1.5390316,2019.0,2019 collection,323
587,2019-11-27,Vancouver,HR investigation,discrimination at work,anti-black ; anti-South Asian ; anti-racism,Government Anti-Racism Employee Says She Was Punished For Talking About PM's Blackface,https://www.huffingtonpost.ca/entry/manjot-bains-trudeau-blackface_ca_5df15070e4b01e0f29593ae9,2019.0,2019 collection,324
588,2019-11-27,Toronto,HR investigation,hate speech,anti-Sikh ; anti-muslim,Transport Canada investigates 'racist' song shared in no-fly list office - 10 years after the fact,https://www.cbc.ca/news/politics/transport-canada-offensive-email-no-fly-list-1.5389058,2019.0,2019 collection,325
589,2019-11-29,Windsor,NC,hate speech,anti-indigenous,Indigenous patient 'disgusted' by racist treatment at Windsor Regional Hospital,https://www.cbc.ca/news/canada/windsor/indigenous-patient-racist-discrimination-windsor-regional-hospital-1.5393437,2019.0,2019 collection,326
590,2019-11-29,Happy Valley-Goose Bay ; St. John's,NC,hate speech,anti-indigenous,2 men banned from PAL flights after making racist remarks to Indigenous passengers,https://www.cbc.ca/news/canada/newfoundland-labrador/racist-comments-pal-flight-1.5390513,2019.0,2019 collection,327
591,2019-12-04,Saskatoon,NC,political,white supremacists ; anti-immigrant,"Group recruiting in Saskatoon supports white supremacy, experts say",https://www.cbc.ca/news/canada/saskatoon/id-canada-posters-1.5391164,2019.0,2019 collection,328
592,2019-12-04,Whycocomagh,HR investigation,hate speech,anti-indigenous ; anti-racism,Hockey Nova Scotia forming task force after racial slurs hurled at teen player,https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-teen-racist-comments-game-hockey-task-force-1.5392103,2019.0,2019 collection,329
593,2019-12-04,Kamloops,NC,race relations,anti-racism,TRU students tackle local racism in mini-documentary,https://www.vancouverisawesome.com/video/video-tru-students-tackle-local-racism-in-mini-documentary-1949720,2019.0,2019 collection,330
594,2019-12-04,Halifax,NC,hate speech,anti-indigenous ; anti-racism,Former Halifax Mooseheads captain Trey Lewis opens up about being target of racism,https://www.saltwire.com/news/provincial/former-halifax-mooseheads-captain-trey-lewis-opens-up-about-being-target-of-racism-385731/,2019.0,2019 collection,331
595,2019-12-05,Kamloops,NC,hate speech,anti-indigenous,Indigenous student faces racist backlash for petition saying Secwepemc students should park free at university,https://www.cbc.ca/news/canada/british-columbia/tru-student-backlash-free-secwepemc-parking-petition-1.5389991,2019.0,2019 collection,332
596,2019-12-06,Ottawa,Military investigation,hate speech,anti-racism,Defence Minister Harjit Sajjan Calls For Investigation Into Racism In Canadian Military,https://www.huffingtonpost.ca/entry/harjit-sajjan-canada-military-racism_ca_5d548505e4b0d8840fee4c27,2019.0,2019 collection,333
597,2019-12-06,Montreal,Court Case,profiled,anti-black,Profiling class action against Montreal police,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/profiling-class-action-against-montreal-police-a-victory-for-justice-group/wcm/50e6c4ca-a473-42c6-9d2f-68d87570f114/amp/,2019.0,2019 collection,334
598,2019-12-08,Calgary,C,other ; forgery charges,anti-islam,Controversial Calgary candidate facing forgery charges from 2015 federal election,https://calgaryherald.com/news/local-news/controversial-calgary-candidate-facing-forgery-charges-from-2015-federal-election,2019.0,2019 collection,335
599,2019-12-08,Winnipeg,Military investigation,race relations,white supremacists,Canadian Armed Forces investigating reservist for potential racist activities,https://www.ctvnews.ca/canada/canadian-armed-forces-investigating-reservist-for-potential-racist-activities-1.4557639,2019.0,2019 collection,336
600,2019-12-09,Courtenay,NC,hate speech,anti-indian,Cricket players get interrupted by racist remark in Courtenay,https://www.comoxvalleyrecord.com/news/cricket-players-get-interrupted-by-racist-remark-in-courtenay/,2019.0,2019 collection,337
601,2019-12-10,Toronto,C,hate speech,white supremacists,Editor of Canada’s Most Racist Paper Gets Year in Prison for Promoting Hate,https://www.vice.com/en_ca/article/pa7bw7/james-sears-editor-of-canadas-most-racist-paper-ygets-year-in-prison-for-promoting-hate-your-ward-news,2019.0,2019 collection,338
602,2019-12-10,Peterborough,Police Investigation,vandalism,other,Peterborough police treating graffiti found on bridge as hate crime,https://globalnews.ca/news/5804076/peterborough-bridge-graffiti-hate-crime/,2019.0,2019 collection,339
603,2019-12-11,Toronto,NC,other,white supremacists,Canadian White Nationalist Party Kicked Out Of Registered Office Inside the Toronto Star Building,https://pressprogress.ca/canadian-white-nationalist-party-kicked-out-of-registered-office-inside-the-toronto-star-building/,2019.0,2019 collection,340
604,2019-12-11,Ontario,NC,hate speech,white supremacists,He used to work for a site that promoted racists — now he edits a Canadian news outlet,https://www.nationalobserver.com/2019/08/22/news/he-used-work-site-promoted-racists-now-he-edits-canadian-news-outlet,2019.0,2019 collection,341
605,2019-12-12,Ottawa,Legislation,law,anti-indigenous ; gendered,"End to long-standing gender-based discrimination could see up to 450,000 become eligible for Indian status",https://www.baytoday.ca/local-news/end-to-long-standing-gender-based-discrimination-could-see-up-to-450000-become-eligible-for-indian-status-1652660,2019.0,2019 collection,342
606,2019-12-12,Montreal,HR investigation,profiled,anti-muslilm ; gendered,Ruling that found Montreal police committed ethnic profiling thrown out over delays,https://www.cbc.ca/news/canada/montreal/human-rights-tribunal-montreal-police-1.5255877,2019.0,2019 collection,343
607,2019-12-13,Halifax,NC,hate speech,anti-immigration,People’s Party of Canada billboard in Halifax sparks outcry,https://www.thechronicleherald.ca/news/local/peoples-party-of-canada-billboard-in-halifax-sparks-outcry-344685/,2019.0,2019 collection,344
608,2019-12-13,Richmond,NC,hate speech,anti-asian,"Police investigate racist rant in Richmond, B.C., parking lot captured on video",https://www.cbc.ca/news/canada/british-columbia/police-investigating-racist-rant-richmond-parking-lot-1.5258802,2019.0,2019 collection,345
609,2019-12-13,Coquitlam,NC,hate speech,anti-black,Racist tirade galvanizes B.C. soccer camp,https://www.kamloopsmatters.com/local-news/racist-tirade-galvanizes-bc-soccer-camp-1654966,2019.0,2019 collection,346
610,2019-12-13,Alberta,NC,political,other,Alberta government drops anti-racism focus of community grant,https://www.cbc.ca/news/canada/edmonton/alberta-government-drops-anti-racism-focus-of-popular-grant-1.5394869,2019.0,2019 collection,347
611,2019-12-15,"Bible Hill, NS",Police Investigation,harassment,anti-Indian,Bible Hill woman subjected to racist remarks wants businesses to do more,https://www.cbc.ca/news/canada/nova-scotia/bible-hill-tim-hortons-racism-business-diversity-committee-1.5402255,2019.0,2019 collection,348
612,2019-12-15,Thunder Bay,Police Investigation,human rights,anti-indigenous,"An Indigenous man’s death in Thunder Bay triggered a historic probe of policing and racism. A year later, his family awaits answers",https://www.theglobeandmail.com/canada/article-an-indigenous-mans-death-in-thunder-bay-triggered-a-historic-probe-of/,2019.0,2019 collection,349
613,2019-12-17,British Columbia,Military investigation,hate speech,anti-asian,Canadian Military Investigating Soldier After Posts on Neo-Nazi Forum,https://www.vice.com/en_ca/article/akwz7g/canadian-military-investigating-soldier-after-posts-on-neo-nazi-forum,2019.0,2019 collection,350
614,2019-12-17,Vancouver,NC,race relations,anti-racism,"Parents welcome school board's approval of anti-racism policy, but motion's delay criticized",https://www.cbc.ca/news/canada/british-columbia/vancouver-school-board-anti-racism-discrimination-policy-1.5398624,2019.0,2019 collection,351
615,2019-12-17,Whycocomagh,NC,race relations,anti-racism,Mi'kmaw hockey player returns to ice after racist taunts ; players on both teams wore red tape on their sticks to raise awareness about racism,https://www.cbc.ca/news/canada/nova-scotia/logan-prosper-returns-to-the-ice-1.5397093,2019.0,2019 collection,352
616,2019-12-18,Edmonton,NC,profiled,anti-black,"School board lifts ban on mother in do-rag feud, denies conduct was racially motivated",https://www.cbc.ca/news/canada/edmonton/school-board-lifts-ban-on-mother-in-do-rag-feud-1.5400150,2019.0,2019 collection,353
617,2019-12-19,Vancouver,NC,public hearing,not specified ; homophobia,"Elite Vancouver private school failed to stop student bullying, says B.C. Supreme Court claim",https://www.cbc.ca/news/canada/british-columbia/elite-vancouver-private-school-failed-to-stop-student-bullying-says-b-c-supreme-court-claim-1.5398410,2019.0,2019 collection,354
618,2019-12-20,Niagra,C,harassment ; hate speech,anti-asian,Hamilton woman charged in connection with racist rant caught on video in parking lot,https://www.stcatharinesstandard.ca/news-story/9841132-hamilton-woman-in-racist-boxing-day-parking-lot-rant-to-appear-in-court-in-march/,2019.0,2019 collection,355
619,2019-12-21,Winnipeg,NC,hate speech,anti-South Asian,Winnipeg artist reacts with love after buyer deliberately destroys painting,https://globalnews.ca/news/6358053/winnipeg-artist-reacts-with-love-after-buyer-deliberately-destroys-painting/,2019.0,2019 collection,356
620,2019-12-21,Peterborough,NC,political,white supremacist,Peterborough mayor wants white nationalist group’s posters removed,https://www.thepeterboroughexaminer.com/news-story/9793216-peterborough-mayor-wants-white-nationalist-group-s-posters-removed/,2019.0,2019 collection,357
621,2019-12-23,Winnipeg,NC,race relations,anti-indigenous,"Inuk singer-songwriter dies by suicide as a result of PTSD from years of childhood traumas, racism and persistent cyber-bullying",https://winnipeg.citynews.ca/2019/12/30/family-of-inuk-singer-kelly-fraser-remembers-incredibly-kind-performer/,2019.0,2019 collection,358
622,2019-12-23,Cape Breton,Police Investigation,vandalism ; allegations,anti-indigenous,‘Racism is alive and well’: Mi’kmaq fishermen vow to be back on the water after boat sunk,https://aptnnews.ca/2019/12/28/racism-is-alive-and-well-mikmaq-fishermen-vow-to-be-back-on-the-water-after-boat-sunk/,2019.0,2019 collection,359
