type,name,population_centre_size_group,population_centre_type,province,prov_code,location_label,geocode_query,population_2016
Population centre,Angers,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Angers, QC","Angers, QC, Canada",6973
Population centre,Asbestos,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Asbestos, QC","Asbestos, QC, Canada",5205
Population centre,Baie-Comeau,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Baie-Comeau, QC","Baie-Comeau, QC, Canada",9610
Population centre,Baie-Saint-Paul,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Baie-Saint-Paul, QC","Baie-Saint-Paul, QC, Canada",4868
Population centre,Barraute,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Barraute, QC","Barraute, QC, Canada",1099
Population centre,Beauceville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Beauceville, QC","Beauceville, QC, Canada",3769
Population centre,Beaumont,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Beaumont, QC","Beaumont, QC, Canada",1210
Population centre,Beaupré,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Beaupré, QC","Beaupré, QC, Canada",5889
Population centre,Bedford,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Bedford, QC","Bedford, QC, Canada",2550
Population centre,Beloeil,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,QC,"Beloeil, QC","Beloeil, QC, Canada",50845
Population centre,Berthierville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Berthierville, QC","Berthierville, QC, Canada",4715
Population centre,Betsiamites,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Betsiamites, QC","Betsiamites, QC, Canada",2105
Population centre,Black Lake,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Black Lake, QC","Black Lake, QC, Canada",3298
Population centre,Bonaventure,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Bonaventure, QC","Bonaventure, QC, Canada",1439
Population centre,Bromont,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Bromont, QC","Bromont, QC, Canada",3895
Population centre,Bromptonville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Bromptonville, QC","Bromptonville, QC, Canada",2725
Population centre,Brownsburg,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Brownsburg, QC","Brownsburg, QC, Canada",1425
Population centre,Buckingham,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Buckingham, QC","Buckingham, QC, Canada",16685
Population centre,Cabano,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Cabano, QC","Cabano, QC, Canada",2438
Population centre,Campbellton (Quebec part),,,Quebec,QC,"Campbellton (Quebec part), QC","Campbellton (Quebec part), QC, Canada",1936
Population centre,Cap-aux-Meules,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Cap-aux-Meules, QC","Cap-aux-Meules, QC, Canada",2028
Population centre,Cap-Chat,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Cap-Chat, QC","Cap-Chat, QC, Canada",1072
Population centre,Cap-Saint-Ignace,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Cap-Saint-Ignace, QC","Cap-Saint-Ignace, QC, Canada",1214
Population centre,Carleton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Carleton, QC","Carleton, QC, Canada",1101
Population centre,Causapscal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Causapscal, QC","Causapscal, QC, Canada",1041
Population centre,Chandler,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Chandler, QC","Chandler, QC, Canada",2285
Population centre,Chapais,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Chapais, QC","Chapais, QC, Canada",1318
Population centre,Château-Richer,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Château-Richer, QC","Château-Richer, QC, Canada",1503
Population centre,Châteauguay,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,QC,"Châteauguay, QC","Châteauguay, QC, Canada",71164
Population centre,Chibougamau,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Chibougamau, QC","Chibougamau, QC, Canada",6862
Population centre,Chicoutimi - Jonquière,"Large urban population centre (100,000 or more)",Core,Quebec,QC,"Chicoutimi - Jonquière, QC","Chicoutimi - Jonquière, QC, Canada",104222
Population centre,Chisasibi,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Chisasibi, QC","Chisasibi, QC, Canada",2967
Population centre,Chute-aux-Outardes,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Chute-aux-Outardes, QC","Chute-aux-Outardes, QC, Canada",1059
Population centre,Clermont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Clermont, QC","Clermont, QC, Canada",2765
Population centre,Coaticook,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Coaticook, QC","Coaticook, QC, Canada",6524
Population centre,Contrecoeur,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Contrecoeur, QC","Contrecoeur, QC, Canada",6236
Population centre,Cookshire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Cookshire, QC","Cookshire, QC, Canada",1021
Population centre,Cowansville,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Cowansville, QC","Cowansville, QC, Canada",11809
Population centre,Crabtree,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Crabtree, QC","Crabtree, QC, Canada",3004
Population centre,Danville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Danville, QC","Danville, QC, Canada",1577
Population centre,Daveluyville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Daveluyville, QC","Daveluyville, QC, Canada",1236
Population centre,Dégelis,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Dégelis, QC","Dégelis, QC, Canada",1798
Population centre,Disraeli,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Disraeli, QC","Disraeli, QC, Canada",2212
Population centre,Dolbeau,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Dolbeau, QC","Dolbeau, QC, Canada",11388
Population centre,Domaine-C.-L.-C.,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Domaine-C.-L.-C., QC","Domaine-C.-L.-C., QC, Canada",1521
Population centre,Domaine-Ouellet,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Domaine-Ouellet, QC","Domaine-Ouellet, QC, Canada",2894
Population centre,Donnacona,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Donnacona, QC","Donnacona, QC, Canada",8418
Population centre,Drummondville,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Drummondville, QC","Drummondville, QC, Canada",68601
Population centre,East Angus,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"East Angus, QC","East Angus, QC, Canada",3472
Population centre,East Broughton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"East Broughton, QC","East Broughton, QC, Canada",1832
Population centre,Évain,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Évain, QC","Évain, QC, Canada",2426
Population centre,Farnham,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Farnham, QC","Farnham, QC, Canada",6731
Population centre,Ferme-Neuve,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Ferme-Neuve, QC","Ferme-Neuve, QC, Canada",1706
Population centre,Fermont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Fermont, QC","Fermont, QC, Canada",2288
Population centre,Filion,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Filion, QC","Filion, QC, Canada",3334
Population centre,Forestville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Forestville, QC","Forestville, QC, Canada",2333
Population centre,Fort-Coulonge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Fort-Coulonge, QC","Fort-Coulonge, QC, Canada",2359
Population centre,Fossambault-sur-le-Lac,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Fossambault-sur-le-Lac, QC","Fossambault-sur-le-Lac, QC, Canada",2769
Population centre,Gaspé,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Gaspé, QC","Gaspé, QC, Canada",2609
Population centre,Gentilly,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Gentilly, QC","Gentilly, QC, Canada",1673
Population centre,Godefroy,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Godefroy, QC","Godefroy, QC, Canada",1410
Population centre,Granby,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Granby, QC","Granby, QC, Canada",59691
Population centre,Grande-Rivière,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Grande-Rivière, QC","Grande-Rivière, QC, Canada",1517
Population centre,Hauterive,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Hauterive, QC","Hauterive, QC, Canada",11549
Population centre,Havre-Saint-Pierre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Havre-Saint-Pierre, QC","Havre-Saint-Pierre, QC, Canada",2925
Population centre,Hawkesbury (Quebec part),,,Quebec,QC,"Hawkesbury (Quebec part), QC","Hawkesbury (Quebec part), QC, Canada",1660
Population centre,Hébertville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Hébertville, QC","Hébertville, QC, Canada",1085
Population centre,Hudson,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"Hudson, QC","Hudson, QC, Canada",21419
Population centre,Huntingdon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Huntingdon, QC","Huntingdon, QC, Canada",2525
Population centre,Inukjuak,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Inukjuak, QC","Inukjuak, QC, Canada",1312
Population centre,Joliette,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Joliette, QC","Joliette, QC, Canada",45508
Population centre,Kingsey Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Kingsey Falls, QC","Kingsey Falls, QC, Canada",1452
Population centre,Kuujjuaq,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Kuujjuaq, QC","Kuujjuaq, QC, Canada",1353
Population centre,L'Ange-Gardien,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"L'Ange-Gardien, QC","L'Ange-Gardien, QC, Canada",1585
Population centre,L'Assomption,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"L'Assomption, QC","L'Assomption, QC, Canada",15906
Population centre,L'Épiphanie,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"L'Épiphanie, QC","L'Épiphanie, QC, Canada",7225
Population centre,La Malbaie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"La Malbaie, QC","La Malbaie, QC, Canada",3520
Population centre,La Pocatière,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"La Pocatière, QC","La Pocatière, QC, Canada",3928
Population centre,La Sarre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"La Sarre, QC","La Sarre, QC, Canada",4570
Population centre,La Tuque,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"La Tuque, QC","La Tuque, QC, Canada",7751
Population centre,Labelle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Labelle, QC","Labelle, QC, Canada",1136
Population centre,Lac-Alouette,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Lac-Alouette, QC","Lac-Alouette, QC, Canada",4473
