Incident ID,Article URL,Incident Description,Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Notes
638,https://blackburnnews.com/windsor/windsor-news/2019/09/05/graffiti-condemned-friends-simon-wiesenthal-centre/,Widespread graffiti in east Windsor and Tecumseh,2019-09-03,Ontario,Windsor,,Criminal: Unknown,,,Central Asian,,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",Workplace,Vandalism,
639,https://www.cbc.ca/news/indigenous/child-welfare-on-reserve-compensation-1.5272667,Ottawa ordered to compensate First Nations children impacted by on-reserve child welfare system,2019-09-06,Ontario,Ottawa,,Criminal: Charged,,,Indigenous,,,,,,,,,Religious discrimination: Other,Politics,,
640,https://www.citynews1130.com/2019/09/05/sfu-security-targeted-incident/,"SFU adds security, temporary prayer space after incident during Ramadan",2019-09-05,British Columbia,Burnaby,,Criminal: Charged,,,Central Asian,,Iran,,,,,,,Religious discrimination: Islamophobia,,Vandalism,
641,https://pressprogress.ca/green-party-candidate-says-focusing-on-racism-is-a-distraction-from-real-problems/,Green Party Candidate Says Focusing On Racism is a ‘Distraction’ From Real Problems,2019-09-05,Ontario,Bay of Quinte,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",Algeria,,,Inuit,,,,,Religious discrimination: Anti-Sikhism,Politics,,
642,https://globalnews.ca/news/5860871/cobourg-nazi-flag-hate-crime-human-rights/,Human rights group calls on Cobourg police to investigate Nazi flag incident as hate crime,2019-09-05,Ontario,Cobourg,,Criminal: Charged,,,Southeast Asian,,,,,,,,Philippines,Religious discrimination: Anti-Semitism,,Other,
643,https://www.jns.org/former-cab-driver-charged-for-beating-jewish-man-in-montreal/,Former cab driver charged for beating Jewish man in Montreal,2019-09-06,Quebec,Montreal,,Criminal: Unknown,,,Middle Eastern,,,,,,Syria,,,Religious discrimination: Anti-Semitism,Public space,Harassment: Racial profiling,
644,https://www.cbc.ca/news/canada/british-columbia/man-arrested-racist-bus-rant-1.5274495,Man arrested after 'vile' racist and sexist rant on Metro Vancouver bus,2019-09-06,British Columbia,Vancouver,,Non-Criminal,,,Central Asian,,Iran,,,,,,,,Transit,Hate speech: Other,
645,https://www.citynews1130.com/2019/09/07/absolute-garbage-vancouver-sun-op-ed-draws-backlash-criticized-as-racist/,"Vancouver Sun op-ed draws backlash, criticized as racist",2019-09-07,British Columbia,Vancouver,,Non-Criminal,,,"Central Asian, Middle Eastern",,Afghanistan,,,,Egypt,,,Xenophobia,,Hate speech: Other,
646,https://www.nationalobserver.com/2019/09/08/news/first-nations-given-max-compensation-ottawas-child-welfare-discrimination,First Nations given max compensation for Ottawa's child-welfare discrimination,2019-09-09,Ontario,Ottawa,,Criminal: Charged,Male,,Indigenous,,,,,,,,,Anti-2SLGBTQIA+,Educational institute: K-12,,
647,https://london.ctvnews.ca/ppc-campaign-office-launch-interrupted-by-immigration-question-1.4586471,PPC campaign office launch interrupted by immigration question,2019-09-10,Ontario,London,,Non-Criminal,"Female, Male",,South Asian,,,,,,,India,,Xenophobia,Politics,Vandalism,
648,https://www.cbc.ca/news/canada/british-columbia/port-alberni-vancouver-island-racist-covenant-property-title-1.5277395,Students help remove racist covenant from Vancouver Island home,2019-09-10,British Columbia,Port Alberni,,Non-Criminal,"Female, Male",,South Asian,,,,,,,,,,,Hate speech: Other,
649,https://edmontonjournal.com/news/local-news/edmonton-lgbtq-gym-closes-temporarily-following-hate-crime-report,Edmonton LGBTQ gym closes temporarily following post by Patriot Pride Canada (formerly known as Soldiers of Odin),2019-09-13,Alberta,Edmonton,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",,,,,,,,,Anti-2SLGBTQIA+,,Hate speech: Other,
650,https://edmonton.citynews.ca/2019/09/12/ppc-racism-candidate/,PPC ousts candidate who asks Bernier to denounce racism in ranks,2019-09-13,British Columbia,Coquitlam,,Non-Criminal,,,N/A,,,,,,,,,,Politics,,
651,https://www.cbc.ca/news/canada/newfoundland-labrador/innu-nation-perry-trimper-reaction-1.5282187,Minister resigns from N.L. cabinet after 'hurt' caused by comments that shocked Innu Nation,2019-09-13,Newfoundland and Labrador,Innu Nation,,Non-Criminal,,,Indigenous,,,,First Nations,,,,,,Politics,Hate speech: Other,
652,https://www.huffingtonpost.ca/entry/eric-schomann-resigns-greens-islamophobia_ca_5d7aa6dde4b061b5526a0bdf,Green Party Candidate Erik Schomann Resigns Over Islamophobic Facebook Post,2019-09-13,Ontario,Simcoe North,,Non-Criminal,,,Central Asian,,,,,,,,,Religious discrimination: Islamophobia,"Online: Social media, Politics",Hate speech: Other,
653,https://www.cbc.ca/news/canada/north/class-action-alleging-rcmp-discrimination-growing-says-lawyer-1.5283610,"Class action alleging discrimination by RCMP in North growing, says lawyer",2019-09-16,Alberta,Edmonton,,Non-Criminal,,,Indigenous,,,,First Nations,,,,,Xenophobia,,Hate speech: Other,
654,https://montreal.ctvnews.ca/a-west-island-conservative-party-candidate-s-signs-are-being-defaced-with-swastikas-1.4595794,A West Island Conservative Party candidate's signs are being defaced with swastikas,2019-09-16,Quebec,West Island,,Non-Criminal,,,Middle Eastern,,,,,,Palestine,,,Religious discrimination: Anti-Semitism,Politics,Vandalism,
655,https://www.vancouverisawesome.com/vancouver-news/indigenous-birth-alert-system-child-apprehension-bc-canada-1945722,B.C. ending 'racist and discriminatory' birth alert system,2019-09-17,British Columbia,,,Non-Criminal,Female,,Indigenous,,,,,,,,,,,,
656,https://www.narcity.com/news/ca/maxime-berniers-debate-invitation-results-in-a-complaint-letter-from-the-ndp,Jagmeet Singh Just Sent An Official Complaint About Maxime Bernier Being Allowed To Debate,2019-09-17,Ontario,Ottawa,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",Somalia,,,,,,,,"Religious discrimination: Anti-Semitism, Xenophobia",Politics,,
657,https://www.cbc.ca/news/canada/british-columbia/racist-video-school-parents-1.5287414,"Student's racist video is far from a 'stupid mistake,' mothers say",2019-09-18,British Columbia,Vancouver,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Workplace,Hate speech: Other,
658,https://www.aljazeera.com/news/2019/09/canada-trudeau-admits-racist-brownface-makeup-190919020824711.html,Canada's Trudeau admits to racist 'brownface' makeup,2019-09-18,Ontario,Ottawa,,Non-Criminal,,,"Black/African/Caribbean, South Asian",Haiti,,,,,,India,,,Politics,Harassment: Carding,
659,https://www.vice.com/en_ca/article/9ke3p8/maxime-berniers-party-doxxed-and-called-this-man-a-terrorist-so-hes-suing,"Maxime Bernier's Party Doxxed and Called This Man a Terrorist, so He's Suing",2019-09-17,Manitoba,Winnipeg,,Non-Criminal,Male,,Indigenous,,,,First Nations,,,,,Religious discrimination: Islamophobia,Politics,,
660,https://globalnews.ca/news/5918701/owen-sound-hate-based-stickers/,Police investigating after stickers with hateful messages turn up across Owen Sound,2019-09-19,Ontario,Toronto,,Non-Criminal,,,Central Asian,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,
661,https://www.owensoundsuntimes.com/news/local-news/national-organization-alarmed-by-hate-related-sticker-campaign-in-owen-sound,National organization 'alarmed' by hate-related sticker campaign in Owen Sound,2019-09-21,Ontario,Owen Sound,,Non-Criminal,,,Middle Eastern,,,,,,Iraq,,,,,Hate speech: Other,
662,https://www.coastmountainnews.com/news/air-canada-forced-girl-12-to-remove-hijab-civil-rights-group/,"Air Canada forced girl, 12, to remove hijab",2019-09-21,Ontario,Toronto,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,,Brunei,Religious discrimination: Islamophobia,Online: Other,,
663,https://www.cbc.ca/news/canada/saskatoon/saskatoon-gas-assault-mischief-1.5294412,"Saskatoon gas station manager shocked after attack, racist tirade",2019-09-23,Saskatchewan,Saskatoon,,Criminal: Unknown,,,South Asian,,,,,,,India,,Xenophobia,,Hate speech: Other,
664,https://globalnews.ca/news/5945231/calgary-skyview-federal-election-signs-racist-vandalism/,racist graffiti seen on Calgary Skyview candidate’s election signs,2019-09-24,Alberta,Calgary,,Non-Criminal,,,"Central Asian, Middle Eastern",,,,,,Egypt,,,Religious discrimination: Anti-Sikhism,Politics,Vandalism,
665,https://www.surreynowleader.com/federal-election/maxime-bernier-stumping-in-surrey-wednesday-morning/,"Maxime Bernier in B.C. gets applause inside, heckled outside at Surrey event",2019-09-24,British Columbia,Surrey,,Non-Criminal,,,Middle Eastern,,,,,,,,,Xenophobia,Politics,Hate speech: Letter/flyer,
666,https://www.theglobeandmail.com/canada/article-three-teachers-file-another-lawsuit-against-quebecs-bill-21/,Three female teachers launch lawsuit against Quebec’s religious symbols ban,2019-09-24,Quebec,,,Criminal: Charged,,,N/A,,,,,,,,,Religious discrimination: Islamophobia,"Educational institute: Other, Politics",,
667,https://www.cbc.ca/news/canada/british-columbia/calabash-bistro-racist-graffiti-vancouver-1.5297808,Racist graffiti painted across windows of Vancouver Caribbean bistro,2019-09-25,British Columbia,Vancouver,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Vandalism,
668,https://www.vancouverisawesome.com/vancouver-news/chinese-group-demands-public-apology-for-racist-rant-richmond-bc-1945921,Chinese group demands public apology for racist rant in Richmond parking lot,2019-09-27,British Columbia,Richmond,,Non-Criminal,,,Central Asian,,,,,,,,,,,Hate speech: Other,
669,https://globalnews.ca/news/5972723/discrimination-has-no-jurisdiction-calgary-council-passes-motion-opposing-quebecs-bill-21/,Calgary council passes motion opposing Quebec’s Bill 21,2019-09-30,Alberta,Calgary,,Non-Criminal,,,"Central Asian, Middle Eastern",,,,,,Iraq,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",Politics,Harassment: Carding,
670,https://www.cp24.com/news/watch-cut-off-turban-to-look-like-a-canadian-racist-man-tells-singh-1.4620893,"Cut off turban to 'look like a Canadian,' racist man tells Singh",2019-10-02,Quebec,Montreal,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,,Indonesia,Religious discrimination: Anti-Sikhism,Politics,Hate speech: Other,
671,https://lethbridgenewsnow.com/2019/10/04/association-of-nigerian-doctors-calls-alberta-judges-comments-racist-3/,Association of Nigerian doctors calls Alberta judge’s comments racist,2019-10-04,Alberta,Edmonton,,Non-Criminal,"Female, Male",,Black/African/Caribbean,Nigeria,,,,,,,,,,Harassment: Racial profiling,
672,https://www.huffingtonpost.ca/entry/jaime-battiste_ca_5d9a225fe4b099389801ab90,"Trudeau Won’t Expel Candidate Who Made Sexist, Homophobic, Racist Remarks",2019-10-06,Ontario,Ottawa,,Non-Criminal,,,Indigenous,,,,,,,,,Sexism,,Hate speech: Other,
673,https://www.cjnews.com/news/canada/york-federation-of-students-passes-motion-to-oppose-israeli-officials,YORK FEDERATION OF STUDENTS PASSES MOTION TO OPPOSE ISRAELI OFFICIALS,2019-11-29,Ontario,Toronto,,Non-Criminal,Other/Unknown,,Middle Eastern,,,,,,Palestine,,,Religious discrimination: Anti-Semitism,,,
674,https://globalnews.ca/news/6238618/former-cop-says-more-than-apology-to-black-community-needed-from-police/,Former cop says more than apology to black community needed from police,2019-11-30,Nova Scotia,Halifax,,Non-Criminal,,,Black/African/Caribbean,Saint Lucia,,,,,,,,,Sports: Other,Harassment: Racial profiling,
675,https://globalnews.ca/news/5991248/appeal-indigenous-children-welfare/,Trudeau government appeals ruling on compensation to First Nations children,2019-10-04,,,,Criminal: Not charged,,,Indigenous,,,,,,,,,Religious discrimination: Islamophobia,Politics,Other,
676,https://aptnnews.ca/2019/11/29/federal-court-strikes-down-request-from-canada-to-have-human-rights-tribunal-ruling-put-on-hold/,Federal Court strikes down request from Canada to have human rights tribunal ruling put on hold,2019-11-29,,,,Non-Criminal,,,Indigenous,,,,First Nations,,,,,Xenophobia,Politics,,
677,https://globalnews.ca/news/6234948/after-street-checks-apology-african-nova-scotians-present-canada-with-a-challenge-and-opportunity/,African Nova Scotian community continues to be skeptical of the Halifax Regional Police after apology,2019-11-29,Nova Scotia,Halifax,,Non-Criminal,"Female, Male",,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,
678,https://www.cbc.ca/news/canada/newfoundland-labrador/kijiji-discrimination-human-rights-1.5346877,Learn how to read English': Kijiji discrimination case highlights human rights law online,2019-11-29,Newfoundland and Labrador,St. John's,,Criminal: Not charged,Other/Unknown,,East Asian,,,,,,,,,Xenophobia,Online: Other,,
679,https://www.cbc.ca/news/canada/montreal/justice-femme-bill-21-pamphlets-islamophobia-1.5375642,Pamphlets inform Muslim women of their rights in wake of Quebec's secularism law,2019-11-28,Quebec,,,Non-Criminal,,,Central Asian,,,,,,,,,"Religious discrimination: Islamophobia, Sexism",,,
680,https://calgaryherald.com/pmn/news-pmn/canada-news-pmn/first-nations-child-welfare-case-adjourns-judge-reserves-decision/wcm/2c9e7d7d-1f6a-4a55-89a3-cfe7697e3b4e/,First Nations child welfare advocate accuses feds of 'shopping around courts',2019-11-26,,,,Criminal: Charged,,,Indigenous,,,,,,,,,,Politics,,
681,https://www.cbc.ca/news/canada/ottawa/canada-s-temporary-visa-approval-rate-lowest-for-african-travellers-1.5369830,African visitors least likely to obtain Canadian visas,2019-11-26,,,,Non-Criminal,,,Black/African/Caribbean,Nigeria,,,,,,,,Xenophobia,,,
682,https://www.cbc.ca/sports/hockey/nhl/ron-maclean-don-cherry-reaction-nov-19-1.5365690,Ron MacLean says he doesn't believe Don Cherry is racist,2019-11-19,,,,Non-Criminal,Male,,Indigenous,,,,,,,,,Xenophobia,,Harassment: Carding,
683,https://www.ctvnews.ca/politics/military-investigated-reservist-for-ties-to-canadian-nationalist-party-1.4692748,Military investigated reservist for ties to Canadian Nationalist Party,2019-11-19,Ontario,Toronto,,Criminal: Unknown,,,Central Asian,,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",Politics,Harassment: Racial profiling,
684,https://thepostmillennial.com/watch-anti-bigotry-activist-was-super-racist-outside-meghan-murphy-event/,Protester calls man's Asian girlfriend mail order bride,2019-11-05,British Columbia,Vancouver,,Non-Criminal,,,N/A,,,,,,,,,Sexism,Healthcare/public health,Hate speech: Imagery,
685,https://toronto.citynews.ca/2019/11/18/teacher-union-to-sue-quebec-on-religious-symbols-ban/,Teacher union to sue Quebec on religious symbols ban,2019-11-18,Quebec,,,Non-Criminal,"Female, Male",,South Asian,,,,,,,,,Religious discrimination: Islamophobia,Educational institute: Other,,
686,https://www.surreynowleader.com/news/surrey-latest-city-to-denounce-quebecs-bill-21/,Surrey latest city to denounce Quebec’s Bill 21,2019-11-19,British Columbia,Surrey,,Non-Criminal,,,Central Asian,,Iran,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",Politics,Harassment: Other,
687,https://www.cbc.ca/news/canada/montreal/spvm-street-check-motion-1.5364631,Montreal council passes motion asking SPVM to stop street checks,2019-11-19,Quebec,Montreal,,Non-Criminal,,,"Black/African/Caribbean, Indigenous, Middle Eastern",,,,First Nations,,,,,,Politics,Harassment: Racial profiling,
688,https://www.ctvnews.ca/sports/bobby-orr-defends-don-cherry-rips-sportsnet-for-decision-to-fire-commentator-1.4687350,"Bobby Orr defends Don Cherry, rips Sportsnet for decision to fire commentator",2019-11-15,,,,Non-Criminal,,,Southeast Asian,,,,,,,,,Xenophobia,,Hate speech: Rally/protest,
689,https://www.cbc.ca/news/canada/saskatchewan/travis-patron-arrested-and-charged-1.5358611,Canadian Nationalist Party Leader Travis Patron charged after 2 women attacked in Regina,2019-11-13,Saskatchewan,Regina,,Criminal: Unknown,,,"South Asian, Southeast Asian",,,,,,,Bangladesh,,Sexism,Politics,,
690,http://www.israelnationalnews.com/News/News.aspx/271255,Man forced to relinquish job because of kippah,2019-11-07,Quebec,,,Non-Criminal,Male,,Indigenous,,,,First Nations,,,,,Religious discrimination: Anti-Semitism,Politics,Hate speech: Imagery,
691,https://www.thestar.com/news/gta/2019/09/16/rights-tribunal-orders-imperial-oil-to-pay-116000-to-engineer-rejected-for-job-over-immigration-status.html,"Rights tribunal orders Imperial Oil to pay $116,000 to engineer rejected for job over immigration status",2019-09-16,Ontario,,,Criminal: Unknown,,,Latin American,,,,,Venezuela,,,,Xenophobia,,,
